Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
34.0,1,3,2,1.1190991809773223,0,1,13.0,112.0,74.0,10.0,High
19.0,0,1,3,6.173292727431181,0,2,6.0,54.0,14.0,46.0,Medium
22.0,0,1,4,9.781394784776955,0,0,1.0,109.0,34.0,25.0,Low
18.0,0,1,3,8.497730919026923,0,0,12.0,109.0,46.0,14.0,Medium
27.0,0,1,3,13.19203379268416,0,2,16.0,96.0,1.0,25.0,High
32.0,1,3,1,13.554938445708263,0,0,0.0,21.0,92.0,11.0,Low
28.0,1,3,3,17.3001029437089,0,0,2.0,69.0,18.0,38.0,Low
33.0,1,3,3,3.356617781935678,0,1,6.0,23.0,30.0,37.0,Low
27.0,0,3,0,14.23467543463908,1,0,7.0,127.0,46.0,2.0,Medium
21.0,1,2,2,22.17631469124408,0,0,9.0,21.0,97.0,8.0,Medium
40.0,1,1,2,12.479355171971337,0,0,17.0,131.0,7.0,13.0,High
33.0,0,0,4,12.9222694156568,0,0,15.0,172.0,11.0,45.0,High
37.0,0,1,4,15.855441402923953,0,3,8.0,172.0,23.0,45.0,High
25.0,0,1,0,1.722149271784562,0,1,10.0,147.0,26.0,7.0,High
49.0,0,1,3,18.91656323663172,0,1,2.0,91.0,52.0,13.0,Low
27.0,0,0,4,13.346366828385031,1,2,13.0,158.0,33.0,26.0,High
40.0,0,3,0,11.659844500291632,0,0,18.0,68.0,41.0,7.0,Medium
49.0,0,3,2,18.85700568010376,0,2,5.0,88.0,24.0,3.0,Medium
45.0,1,1,2,23.192768330847432,0,0,6.0,149.0,87.0,31.0,Medium
20.0,0,3,0,6.211940664057273,1,1,8.0,152.0,23.0,38.0,Medium
30.0,0,2,2,13.976704232934944,0,1,9.0,110.0,21.0,35.0,Medium
44.0,0,1,0,4.645173706657726,0,0,8.0,115.0,50.0,15.0,Medium
31.0,1,4,2,5.255737244429498,0,2,7.0,166.0,1.0,22.0,Medium
30.0,0,3,0,9.28585208875269,0,0,18.0,40.0,48.0,11.0,Medium
45.0,1,1,0,23.48074912069345,0,2,3.0,131.0,42.0,5.0,Medium
24.0,0,3,3,7.846473826162545,0,2,10.0,92.0,40.0,41.0,Medium
42.0,0,0,3,14.915937536281795,0,1,16.0,84.0,58.0,36.0,High
38.0,1,1,1,15.989071202475609,0,0,15.0,114.0,16.0,41.0,High
41.0,1,3,1,17.50640431107954,0,1,7.0,16.0,28.0,45.0,Low
36.0,1,3,2,22.188671122037466,2,0,7.0,132.0,31.0,15.0,Medium
21.0,1,3,3,14.330665903084462,1,0,15.0,31.0,79.0,33.0,Medium
20.0,0,3,4,2.1132182231879897,0,1,0.0,29.0,28.0,25.0,Low
48.0,0,1,0,10.298075027935113,0,1,14.0,136.0,29.0,13.0,High
21.0,1,3,2,17.58049265279468,0,1,4.0,174.0,72.0,2.0,Medium
29.0,1,1,1,22.504598700446927,0,1,18.0,96.0,30.0,9.0,High
49.0,0,3,3,18.14128582801856,0,2,18.0,62.0,64.0,18.0,Medium
20.0,1,1,0,5.011227211806099,0,0,6.0,57.0,40.0,49.0,Medium
22.0,0,0,0,20.0769484359486,0,2,8.0,98.0,49.0,14.0,Medium
27.0,1,3,2,22.704945918342744,0,0,7.0,165.0,48.0,14.0,Medium
27.0,0,0,3,6.825847499865218,0,0,2.0,108.0,12.0,40.0,Low
42.0,0,3,4,18.660453121476312,0,0,17.0,53.0,25.0,35.0,Medium
25.0,0,3,2,17.560276969758544,0,2,15.0,99.0,21.0,22.0,High
36.0,0,3,0,1.1513303393635643,0,1,17.0,60.0,21.0,34.0,Medium
31.0,1,2,1,0.2788000976480402,0,0,7.0,176.0,20.0,20.0,Medium
36.0,2,2,2,21.27570163624188,0,1,17.0,18.0,92.0,10.0,Medium
35.0,1,1,0,13.357659293666757,0,1,11.0,123.0,91.0,47.0,High
24.0,1,0,3,17.539698519517017,0,1,5.0,13.0,24.0,36.0,Low
48.0,0,2,4,15.552248991612723,0,2,14.0,27.0,47.0,29.0,Medium
27.0,0,0,3,9.139696569119884,0,0,10.0,127.0,6.0,43.0,Medium
45.0,0,1,3,5.2423309790796,0,2,9.0,94.0,53.0,1.0,Low
15.0,0,3,1,11.42944577214922,1,1,0.0,169.0,39.0,46.0,Low
45.0,1,3,3,15.015069620781585,1,2,13.0,125.0,82.0,41.0,High
41.0,1,3,2,10.230653062434325,1,0,0.0,109.0,93.0,40.0,Low
43.0,1,0,3,15.859697944235249,0,0,2.0,151.0,24.0,4.0,Low
21.0,1,2,3,4.57708244159306,0,0,3.0,94.0,84.0,15.0,Medium
30.0,0,1,2,17.353658666269435,0,1,15.0,112.0,80.0,6.0,High
46.0,1,1,4,2.966727301406749,1,0,6.0,41.0,40.0,43.0,Medium
38.0,1,3,2,16.37502243076546,0,2,4.0,58.0,61.0,35.0,Medium
42.0,1,0,3,17.078117905911498,0,2,8.0,149.0,80.0,7.0,Medium
42.0,0,3,4,15.945676045007978,1,2,10.0,23.0,96.0,43.0,Medium
28.0,0,2,4,1.9961281075507475,0,0,3.0,74.0,27.0,3.0,Low
46.0,0,3,0,10.509645107388202,0,1,4.0,62.0,38.0,20.0,Low
31.0,1,3,1,14.490306891654043,0,0,0.0,57.0,93.0,22.0,Low
17.0,1,0,1,13.997459606497202,1,0,0.0,93.0,20.0,31.0,Low
42.0,0,1,4,16.000366653721088,0,0,17.0,38.0,53.0,29.0,Medium
15.0,0,3,3,15.136721746982948,0,0,18.0,179.0,54.0,7.0,High
31.0,0,3,1,22.226042790413143,0,2,11.0,45.0,4.0,4.0,Medium
19.0,0,1,4,4.65348864966421,1,0,8.0,119.0,72.0,28.0,Medium
21.0,1,3,1,1.0627828716758785,1,0,18.0,18.0,48.0,40.0,High
18.0,0,1,1,16.8293061582108,0,0,4.0,64.0,75.0,40.0,Medium
27.0,1,3,2,2.5704378331740303,0,2,8.0,42.0,83.0,47.0,Medium
37.0,0,1,1,13.144815755537069,1,0,1.0,104.0,38.0,17.0,Medium
41.0,1,3,3,3.406933934732689,0,1,0.0,74.0,67.0,6.0,Low
36.0,0,1,4,20.609468599468624,0,0,6.0,25.0,79.0,49.0,Medium
42.0,0,3,0,1.5358016168751858,0,0,11.0,47.0,49.0,3.0,Medium
19.0,0,3,2,1.9888022693346,0,2,,44.0,1.0,47.0,Low
39.0,0,0,0,7.847271842714441,0,2,0.0,104.0,73.0,7.0,Low
47.0,1,3,2,1.5033016494383755,0,0,8.0,32.0,15.0,21.0,Low
,0,0,2,1.7217643689967463,0,0,17.0,113.0,43.0,46.0,High
46.0,1,3,2,19.11145498064294,1,0,5.0,68.0,36.0,8.0,Medium
33.0,1,2,3,11.240299487918094,0,0,5.0,156.0,99.0,6.0,Medium
16.0,0,3,2,15.340804568929704,0,0,16.0,41.0,5.0,27.0,Medium
43.0,1,3,1,22.44189554544193,0,1,7.0,72.0,36.0,43.0,Medium
39.0,1,0,3,3.623050931536569,0,0,16.0,116.0,20.0,25.0,Low
44.0,1,2,0,8.141822697750383,0,0,13.0,76.0,42.0,9.0,Medium
35.0,1,0,1,23.313299272874456,0,2,17.0,114.0,63.0,18.0,High
36.0,1,3,0,20.46889517719287,0,2,4.0,82.0,58.0,28.0,Medium
41.0,0,3,2,19.2580384001889,1,0,14.0,172.0,86.0,5.0,High
22.0,0,0,1,10.74942232087065,0,0,14.0,28.0,19.0,17.0,Medium
19.0,1,3,1,21.61508759757869,1,2,,47.0,47.0,40.0,High
26.0,0,1,2,19.24440287413161,0,0,4.0,44.0,57.0,44.0,Low
34.0,0,1,3,16.607389960372117,0,1,2.0,43.0,5.0,20.0,Low
23.0,0,3,2,20.934095879364577,1,0,1.0,100.0,98.0,49.0,Medium
17.0,1,1,1,15.417712974662294,1,0,2.0,124.0,99.0,23.0,Medium
25.0,1,3,2,23.37684164003405,0,0,4.0,70.0,45.0,1.0,Low
45.0,2,0,2,2.279150915013441,1,0,5.0,22.0,41.0,49.0,Low
38.0,1,2,3,15.018440706321687,0,0,17.0,75.0,44.0,49.0,Medium
37.0,0,3,2,0.4075682114849481,0,2,18.0,71.0,7.0,41.0,High
30.0,1,3,2,16.669474799513132,1,0,0.0,22.0,90.0,36.0,Low
29.0,1,3,4,9.858498658585454,0,0,19.0,167.0,81.0,24.0,High
36.0,0,3,4,21.77565948087243,0,0,11.0,150.0,42.0,34.0,High
27.0,0,1,3,14.871484564321896,0,0,15.0,158.0,8.0,32.0,High
49.0,0,3,4,17.61101995430338,0,1,19.0,74.0,35.0,22.0,High
33.0,1,3,0,12.502142818992088,1,0,6.0,88.0,44.0,43.0,Medium
31.0,1,3,0,7.35204924429274,0,0,0.0,39.0,18.0,28.0,Low
31.0,0,0,4,23.638506981019987,1,1,2.0,61.0,8.0,41.0,Low
18.0,0,2,3,5.086436406812295,0,1,2.0,147.0,74.0,37.0,Medium
27.0,1,0,4,4.914392368683346,2,0,11.0,169.0,63.0,16.0,High
32.0,1,1,1,6.779336029295038,0,2,2.0,75.0,72.0,38.0,Low
22.0,1,3,4,23.55369355211186,0,2,17.0,130.0,45.0,43.0,High
35.0,1,1,0,12.335144905890836,0,0,4.0,40.0,74.0,37.0,Low
23.0,1,1,1,9.769235848904756,1,1,17.0,73.0,55.0,19.0,Medium
33.0,1,2,3,22.9797460747283,0,1,11.0,87.0,46.0,9.0,Medium
47.0,1,4,0,15.972033037206106,0,0,4.0,76.0,69.0,43.0,Medium
35.0,1,1,1,21.924220732024523,0,1,12.0,42.0,19.0,46.0,Medium
,1,0,2,11.901214134963128,0,0,3.0,24.0,15.0,26.0,Low
40.0,1,0,4,13.24139880570872,0,0,19.0,174.0,46.0,11.0,High
25.0,0,3,1,2.050023691593725,1,0,8.0,162.0,85.0,8.0,Medium
17.0,0,1,2,19.495922402676836,0,0,,94.0,97.0,17.0,High
32.0,1,3,3,8.207159892874763,0,2,17.0,121.0,98.0,49.0,High
23.0,0,3,0,22.57616587359184,2,0,,49.0,48.0,31.0,Medium
42.0,0,0,1,4.27754927113061,0,2,4.0,26.0,64.0,32.0,Low
24.0,1,3,0,11.110249745035228,1,0,6.0,146.0,80.0,12.0,Medium
16.0,1,3,1,16.04341901490432,0,0,11.0,68.0,18.0,17.0,Medium
46.0,0,1,0,12.576576869477432,0,0,5.0,27.0,62.0,1.0,Low
20.0,1,3,2,4.722390330764057,1,0,2.0,26.0,98.0,5.0,Low
48.0,1,0,1,4.02271610043913,0,0,13.0,26.0,66.0,37.0,Medium
22.0,1,3,2,14.042804887639804,0,2,6.0,37.0,41.0,35.0,Low
28.0,0,3,1,16.310472491961058,0,1,1.0,179.0,76.0,18.0,Low
27.0,1,0,1,13.688922967966716,0,2,7.0,38.0,37.0,39.0,Medium
44.0,1,0,4,23.94046925236379,1,0,14.0,93.0,66.0,1.0,Medium
40.0,0,0,4,22.76152526514046,0,2,11.0,43.0,61.0,42.0,Medium
23.0,0,1,3,16.05251768992942,0,0,6.0,54.0,26.0,26.0,Medium
37.0,0,3,1,18.651313357141248,0,0,4.0,43.0,61.0,7.0,Low
17.0,1,2,0,21.772487941885515,1,0,11.0,44.0,14.0,26.0,Medium
44.0,0,1,2,11.307118367956942,0,0,16.0,156.0,34.0,49.0,High
26.0,1,1,4,3.901311305506499,0,2,16.0,170.0,9.0,41.0,High
33.0,1,1,2,19.62946909388217,0,2,13.0,87.0,44.0,,Medium
48.0,1,3,1,7.248116199602008,0,0,10.0,81.0,70.0,43.0,Medium
48.0,1,3,1,5.49288471190885,0,2,13.0,78.0,93.0,47.0,High
30.0,1,2,3,22.948564502013998,0,0,13.0,41.0,51.0,2.0,Medium
44.0,0,3,4,11.472997411794754,0,0,16.0,118.0,32.0,48.0,High
38.0,1,1,2,10.939299590608226,1,0,16.0,91.0,43.0,2.0,High
49.0,0,1,0,12.78351310518281,0,0,19.0,93.0,59.0,20.0,Low
23.0,0,3,3,11.089970179721329,1,0,18.0,57.0,56.0,37.0,Medium
27.0,1,1,0,0.9566250860853982,1,2,3.0,61.0,18.0,26.0,Low
29.0,2,1,0,4.006205721811299,0,2,14.0,19.0,72.0,35.0,Medium
30.0,0,3,1,10.946979076021368,0,0,0.0,121.0,17.0,14.0,Low
25.0,1,0,1,12.581029392554994,0,0,15.0,68.0,10.0,22.0,Medium
36.0,1,3,4,11.628670956096355,0,0,11.0,117.0,47.0,10.0,Medium
43.0,1,3,0,2.419518111927829,0,1,4.0,76.0,88.0,24.0,Medium
16.0,0,3,0,4.3443847325888125,0,2,2.0,157.0,58.0,29.0,Medium
23.0,1,3,4,3.93046191838432,0,0,7.0,95.0,64.0,46.0,Medium
19.0,1,3,0,11.111378795193676,0,0,3.0,155.0,84.0,4.0,Medium
31.0,0,3,2,10.76055342220948,0,0,2.0,64.0,78.0,27.0,Low
20.0,0,2,0,15.959462615940732,0,2,1.0,166.0,62.0,22.0,Low
18.0,2,3,1,4.969108665081565,0,2,13.0,138.0,25.0,31.0,High
49.0,0,1,4,12.133486688628388,1,2,2.0,120.0,92.0,36.0,High
38.0,0,3,1,3.264665602558323,0,0,19.0,140.0,83.0,21.0,High
16.0,1,1,4,22.154949395654256,0,0,19.0,28.0,67.0,8.0,Medium
48.0,0,3,0,14.768097164292325,0,1,4.0,137.0,76.0,37.0,Medium
47.0,0,0,0,16.269740438297564,0,2,2.0,162.0,88.0,42.0,Medium
33.0,1,1,2,5.896598476232029,0,0,15.0,16.0,85.0,15.0,Medium
48.0,1,3,0,11.771225378541908,0,0,15.0,169.0,4.0,5.0,High
36.0,1,3,1,11.363469032585249,0,2,6.0,69.0,17.0,30.0,Medium
43.0,0,4,1,12.30480835224376,0,0,2.0,63.0,87.0,13.0,Low
,1,3,0,12.714963719084553,0,0,4.0,151.0,21.0,42.0,Medium
35.0,1,3,2,23.047964559764264,1,0,19.0,119.0,66.0,36.0,High
,1,0,0,17.273681216754184,0,1,0.0,146.0,83.0,5.0,Low
34.0,1,3,4,6.564543320269204,1,0,0.0,163.0,44.0,21.0,Low
47.0,2,3,0,20.202730471200944,0,0,16.0,132.0,9.0,29.0,High
17.0,1,3,3,,0,0,1.0,133.0,5.0,42.0,Low
23.0,0,3,1,18.92959510944777,0,0,17.0,141.0,92.0,46.0,High
27.0,1,3,3,17.542279479168126,0,0,10.0,13.0,87.0,18.0,Low
43.0,0,1,2,17.86409037604332,0,0,16.0,101.0,73.0,1.0,High
32.0,1,3,3,17.384222698421112,0,2,0.0,105.0,27.0,45.0,Low
41.0,1,3,2,23.602850034487524,0,2,1.0,54.0,83.0,12.0,Low
15.0,1,2,2,4.263556137295768,0,2,12.0,118.0,72.0,16.0,High
40.0,0,1,0,6.168047918445137,1,0,2.0,169.0,13.0,25.0,Medium
45.0,0,0,3,8.61931134654498,1,0,6.0,41.0,42.0,19.0,Low
25.0,0,1,2,14.483647681924044,0,0,4.0,72.0,7.0,33.0,Low
19.0,0,4,3,18.77632784943915,0,1,14.0,105.0,79.0,5.0,High
30.0,0,0,4,3.9664718299073023,0,0,5.0,38.0,87.0,39.0,Medium
17.0,1,1,4,9.867336669483244,2,0,11.0,97.0,88.0,8.0,Medium
20.0,0,0,4,7.707203322380284,0,0,1.0,63.0,79.0,46.0,Low
21.0,1,1,3,20.893009511306705,0,0,17.0,47.0,79.0,4.0,Medium
48.0,1,0,4,22.42482500834347,0,0,8.0,120.0,9.0,17.0,Medium
44.0,0,1,3,5.584454633992072,0,1,15.0,70.0,67.0,37.0,Medium
24.0,1,3,3,0.4430925326861539,0,2,3.0,107.0,62.0,42.0,Medium
31.0,1,3,2,9.00911457935074,0,0,14.0,106.0,23.0,1.0,High
35.0,1,3,3,12.296254731092908,0,2,12.0,60.0,70.0,3.0,Medium
47.0,1,1,0,19.93279960363381,0,0,2.0,99.0,42.0,39.0,Low
17.0,1,0,1,3.663067543512416,0,2,7.0,45.0,80.0,39.0,Medium
20.0,1,0,4,0.0852551095221816,0,2,,48.0,51.0,23.0,Medium
41.0,1,1,3,14.741569619889964,1,2,17.0,149.0,47.0,18.0,High
34.0,0,2,2,3.984417832695276,1,1,2.0,14.0,77.0,15.0,Low
29.0,1,3,1,14.324228972699425,0,0,2.0,51.0,,8.0,Low
35.0,1,3,3,1.5284186093530314,0,0,10.0,143.0,82.0,28.0,High
44.0,0,3,3,10.53189412943006,0,0,3.0,162.0,51.0,3.0,Medium
29.0,1,1,4,19.534839678291725,0,2,6.0,,95.0,48.0,Medium
29.0,1,2,2,20.415677535879823,1,1,0.0,155.0,66.0,45.0,Low
46.0,1,1,2,9.616899648748472,1,0,18.0,161.0,16.0,45.0,High
40.0,0,1,2,9.13645733524542,0,0,19.0,114.0,62.0,46.0,Low
44.0,1,3,2,19.99406589702134,0,0,7.0,158.0,54.0,11.0,Medium
16.0,0,3,2,14.03985745698592,0,1,11.0,13.0,46.0,14.0,Low
15.0,1,1,3,2.652659834536461,0,0,16.0,23.0,16.0,42.0,Medium
43.0,0,3,3,10.616102424091856,0,1,10.0,167.0,74.0,38.0,High
43.0,1,3,0,1.6623091851805336,0,0,12.0,85.0,9.0,48.0,Medium
28.0,1,3,4,1.2691921953130487,0,1,10.0,115.0,57.0,39.0,Medium
42.0,1,1,2,6.829059998872596,1,2,12.0,46.0,20.0,27.0,Medium
39.0,0,2,4,20.402389809257187,1,2,9.0,99.0,8.0,41.0,Medium
32.0,1,1,0,11.00679108502414,0,0,19.0,44.0,8.0,45.0,Medium
25.0,1,0,0,18.67022250902206,0,0,3.0,101.0,70.0,43.0,Medium
31.0,1,3,0,6.596849003508519,1,0,10.0,34.0,37.0,17.0,High
42.0,0,1,3,3.0934522625800547,0,0,7.0,49.0,28.0,32.0,Medium
46.0,0,1,3,10.541975116390145,1,1,2.0,10.0,84.0,22.0,Low
33.0,0,0,0,14.931275075482592,1,0,3.0,137.0,37.0,8.0,Medium
35.0,0,0,4,14.202880954011151,0,0,16.0,13.0,95.0,40.0,Medium
40.0,1,3,4,13.671878867332328,1,2,15.0,75.0,61.0,6.0,Medium
35.0,1,0,4,19.55756105409053,0,0,11.0,19.0,81.0,20.0,Low
25.0,0,2,4,21.391703085862,0,0,15.0,166.0,12.0,42.0,High
27.0,1,1,1,13.772085025013205,0,2,11.0,37.0,85.0,12.0,Medium
37.0,1,3,4,12.173444652046836,0,1,8.0,158.0,22.0,37.0,Medium
48.0,1,1,1,16.957572802849636,0,2,0.0,50.0,22.0,37.0,Low
26.0,1,3,2,3.378836484526081,0,0,1.0,58.0,9.0,21.0,Low
49.0,1,3,2,14.35647004436207,0,1,14.0,132.0,21.0,42.0,High
33.0,0,0,1,21.060511167888286,0,2,16.0,119.0,33.0,8.0,High
31.0,0,3,0,6.356894038345391,0,0,8.0,32.0,89.0,40.0,Medium
33.0,1,3,3,16.652390752231337,0,0,13.0,167.0,92.0,44.0,High
38.0,1,3,1,19.952440312575305,0,1,17.0,30.0,15.0,38.0,Medium
28.0,0,3,3,22.497987230462904,0,2,17.0,153.0,91.0,28.0,High
24.0,1,1,0,6.813943382021376,0,2,11.0,23.0,63.0,8.0,Low
48.0,1,0,1,14.222708547949502,0,0,2.0,151.0,57.0,31.0,Medium
46.0,1,3,4,9.85309573363103,0,2,7.0,15.0,50.0,2.0,Low
34.0,1,3,3,18.11610276938628,1,0,19.0,42.0,55.0,37.0,Medium
44.0,1,0,4,4.602937673828364,0,0,6.0,174.0,91.0,17.0,Medium
25.0,1,1,4,3.1515926608368234,0,2,3.0,179.0,74.0,44.0,Medium
36.0,0,0,0,4.325499421215191,0,2,11.0,35.0,37.0,15.0,Medium
49.0,1,3,1,0.5773539510575532,0,1,8.0,73.0,23.0,43.0,Medium
29.0,0,3,4,18.61178697280378,0,0,4.0,45.0,40.0,23.0,Low
42.0,1,3,1,21.2897383425334,0,0,11.0,118.0,6.0,41.0,Medium
21.0,0,2,2,16.548559410156557,1,0,0.0,98.0,48.0,38.0,Low
24.0,0,1,2,0.7668586403892705,0,2,4.0,139.0,13.0,38.0,Medium
22.0,1,0,0,14.930556118365534,0,2,5.0,155.0,8.0,40.0,Medium
25.0,0,1,4,20.103093949323817,0,2,6.0,133.0,11.0,10.0,Medium
20.0,1,3,4,16.17940043837466,0,0,2.0,27.0,66.0,31.0,Low
46.0,0,0,4,15.459217377138776,0,0,10.0,165.0,22.0,45.0,High
46.0,1,3,2,22.810475906429254,0,1,5.0,177.0,9.0,14.0,Medium
24.0,1,3,2,14.36481177727702,0,0,13.0,158.0,53.0,43.0,High
45.0,1,0,0,17.076837730511624,1,0,2.0,18.0,21.0,43.0,Low
40.0,1,0,3,17.91989416714644,0,2,19.0,113.0,49.0,27.0,High
24.0,1,3,0,19.5986879738969,0,0,13.0,127.0,61.0,20.0,High
29.0,0,1,2,16.403588230131994,0,2,14.0,18.0,18.0,2.0,Low
47.0,0,0,3,4.198188022078785,0,0,13.0,34.0,42.0,27.0,Medium
21.0,1,2,3,22.388875700346997,0,2,9.0,176.0,38.0,26.0,High
49.0,0,3,2,5.526754956819725,0,2,4.0,82.0,62.0,31.0,High
46.0,1,3,3,8.39795928039079,0,0,13.0,148.0,84.0,33.0,High
28.0,0,3,1,23.19782508456015,1,2,7.0,77.0,35.0,48.0,Medium
39.0,1,2,0,23.739802187181965,0,1,18.0,144.0,88.0,27.0,High
36.0,1,1,4,14.277673854559865,1,0,19.0,136.0,8.0,39.0,High
45.0,0,2,4,7.567603256571525,0,2,13.0,29.0,19.0,30.0,Medium
20.0,0,0,1,13.780303947385253,0,2,19.0,167.0,60.0,13.0,High
20.0,1,1,4,13.316167769788072,0,2,4.0,160.0,88.0,27.0,Medium
45.0,0,3,2,4.244116390750117,1,0,9.0,16.0,10.0,25.0,Low
21.0,0,1,3,2.4979462837352777,0,0,11.0,48.0,26.0,49.0,Medium
23.0,0,1,4,14.846297376630671,0,1,11.0,133.0,98.0,30.0,High
38.0,1,1,1,14.872481827487483,0,0,13.0,31.0,14.0,42.0,Medium
39.0,0,0,4,13.158620349198138,0,0,8.0,63.0,80.0,41.0,Medium
36.0,1,0,1,14.928088664997972,0,1,18.0,91.0,49.0,1.0,High
,1,3,3,11.150579762522684,0,2,19.0,68.0,66.0,14.0,Medium
39.0,0,3,2,7.939725830271924,0,0,13.0,177.0,36.0,32.0,High
43.0,0,1,4,2.0851447049688963,0,0,6.0,48.0,75.0,39.0,Medium
30.0,1,3,1,10.609435567559588,0,1,17.0,14.0,54.0,13.0,Low
30.0,0,3,3,20.540817972167577,0,0,12.0,136.0,37.0,38.0,High
27.0,1,0,4,0.1106900531250687,0,2,4.0,161.0,60.0,24.0,Medium
21.0,0,3,2,14.269458380127126,0,1,4.0,154.0,98.0,41.0,Medium
40.0,1,3,1,15.052470036966676,1,1,13.0,64.0,73.0,27.0,Medium
27.0,1,1,3,21.940642459084327,0,0,1.0,98.0,74.0,49.0,Low
26.0,1,3,4,17.977566850837853,0,0,19.0,114.0,53.0,49.0,High
28.0,1,3,4,10.659336801179364,0,1,9.0,24.0,51.0,30.0,Low
45.0,0,0,0,21.06812634526263,0,1,2.0,125.0,3.0,44.0,Low
21.0,1,1,0,1.4589091853452656,0,1,5.0,111.0,6.0,34.0,Medium
29.0,1,0,2,3.8443012784321535,0,0,16.0,72.0,31.0,3.0,Medium
34.0,0,3,1,11.023969980169936,0,0,0.0,10.0,77.0,15.0,Low
20.0,0,2,4,17.33892987108493,0,2,3.0,18.0,98.0,46.0,Low
15.0,0,1,3,5.303703056636483,1,0,3.0,,13.0,33.0,Medium
27.0,0,1,1,4.984303848502484,0,0,5.0,15.0,7.0,11.0,Low
19.0,1,3,0,19.41914966819187,0,0,15.0,18.0,6.0,3.0,Low
40.0,1,0,1,12.297057443308947,0,0,7.0,17.0,47.0,29.0,Low
33.0,0,2,0,3.4684636761380467,0,0,5.0,156.0,52.0,21.0,Medium
46.0,0,3,1,16.743274718813442,1,2,19.0,119.0,59.0,9.0,High
19.0,1,3,3,9.162480710295249,0,1,,54.0,29.0,17.0,Medium
30.0,1,3,2,16.115245833606203,0,2,17.0,34.0,23.0,39.0,Medium
36.0,1,1,2,23.58972811356829,1,1,4.0,86.0,2.0,,Medium
22.0,0,0,2,6.6466673357533965,1,0,18.0,76.0,55.0,20.0,Medium
17.0,0,0,0,5.166790953191134,0,0,18.0,150.0,38.0,27.0,High
23.0,1,3,0,21.62781270541443,0,2,0.0,160.0,42.0,45.0,Low
32.0,0,0,1,0.3797623328967923,1,0,5.0,84.0,69.0,17.0,Medium
46.0,1,3,2,0.9913140571925494,0,2,12.0,49.0,39.0,23.0,Medium
34.0,1,3,3,6.4889777275969855,0,0,11.0,51.0,50.0,41.0,Medium
30.0,0,1,0,3.0894863955823624,0,0,6.0,174.0,97.0,40.0,Medium
44.0,0,3,0,10.467677400537989,0,2,4.0,113.0,90.0,15.0,Medium
20.0,1,3,3,10.865901807403151,1,0,5.0,104.0,38.0,23.0,High
21.0,1,1,1,23.16957962622094,0,0,3.0,59.0,75.0,44.0,Medium
36.0,1,0,4,8.822699378316733,0,0,15.0,61.0,4.0,23.0,Medium
34.0,0,1,4,1.4998147323131734,1,0,8.0,134.0,91.0,11.0,Medium
41.0,1,3,4,12.706009560997323,0,2,7.0,104.0,17.0,47.0,Medium
38.0,0,0,3,5.11258778065232,1,0,19.0,112.0,51.0,32.0,High
16.0,0,3,0,20.01090685295708,1,1,7.0,35.0,42.0,38.0,Low
45.0,1,1,4,14.970430975994365,0,0,14.0,10.0,10.0,48.0,Low
27.0,0,1,3,21.684433912081204,0,0,11.0,21.0,42.0,42.0,Low
43.0,1,0,3,12.947005084844994,0,2,12.0,124.0,64.0,30.0,High
34.0,1,2,2,11.353005997173458,0,2,4.0,150.0,20.0,11.0,Medium
36.0,1,0,3,1.9817191214676024,2,0,12.0,135.0,67.0,33.0,High
19.0,1,1,4,16.754163432925225,1,0,5.0,72.0,76.0,8.0,Medium
35.0,1,3,4,4.9704696356761975,0,0,10.0,61.0,20.0,14.0,Medium
45.0,0,3,1,,0,0,13.0,81.0,58.0,7.0,Medium
24.0,1,1,2,4.234134189334202,0,0,11.0,20.0,92.0,14.0,Low
45.0,1,3,3,19.06033556793583,0,2,0.0,114.0,79.0,45.0,Low
28.0,1,3,2,11.426307397883722,0,1,18.0,18.0,83.0,,Medium
31.0,0,3,3,7.86815991853459,0,2,16.0,81.0,23.0,23.0,Medium
27.0,1,1,1,6.781595833635223,0,0,5.0,71.0,47.0,14.0,Medium
20.0,1,1,1,13.545984293255724,1,1,12.0,135.0,66.0,49.0,High
45.0,1,0,3,4.244233350124175,1,2,16.0,136.0,72.0,44.0,High
25.0,0,2,4,16.002883806345892,1,2,14.0,88.0,24.0,3.0,Medium
17.0,1,1,3,17.062606166641835,0,0,1.0,131.0,1.0,6.0,Low
49.0,0,3,1,5.748411287619901,0,1,15.0,68.0,,31.0,Medium
37.0,0,1,2,9.681117245496006,0,1,18.0,32.0,56.0,19.0,Medium
41.0,1,3,2,3.433668923833854,0,0,8.0,166.0,22.0,42.0,Medium
15.0,1,0,2,16.778685819795495,0,0,0.0,160.0,23.0,33.0,Low
37.0,1,2,1,1.0239641757093478,0,2,11.0,155.0,57.0,8.0,High
44.0,0,0,1,0.2016779798902881,0,1,1.0,52.0,54.0,32.0,Low
25.0,1,1,4,21.350870704829767,1,1,7.0,153.0,87.0,10.0,Medium
27.0,1,1,1,12.178156793090036,0,0,18.0,62.0,6.0,46.0,Medium
47.0,1,1,2,23.326022331050467,0,0,15.0,11.0,70.0,47.0,Medium
34.0,0,1,1,9.886859388842527,0,1,0.0,162.0,79.0,19.0,Low
38.0,1,1,4,19.881552584367448,0,0,17.0,42.0,93.0,39.0,Medium
